id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1375311031736528898,6HDAsXOFdOuJDAl,"RT @Jingjing_Li: A Uyghur girl from Xinjiang fires back at those who are spreading misinformation about Xinjiang.
#XinjiangCotton 
#Xinjiang 
#Uyghurs https://t.co/m5ktGJSADI",Fri Mar 26 04:57:56 +0000 2021,26/03/2021 04:57:56,,,,,1277770369001156608,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1279347976935075841/umun2o2F_normal.jpg,63,7,,http://twitter.com/6HDAsXOFdOuJDAl/statuses/1375311031736528898,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[114,129]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Jingjing_Li"",""name"":""Jingjing Li 李菁菁"",""id"":352561706,""id_str"":""352561706"",""indices"":[3,15]}],""urls"":[]}"
1375310961729486848,fcktns,"RT @spyropic: #XinjiangCotton 
These are people in China talking about their experiences with Xinjiang Cotton and other agricultural products.
I just simply translated them in English.
Please listen to the voice from people who really been thru this but not being manipulated by the media. https://t.co/qJvSBDGUyn",Fri Mar 26 04:57:39 +0000 2021,26/03/2021 04:57:39,,,,,1143528010932465666,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1375141440582471682/7ooLCzpf_normal.jpg,1320,1573,7 OR NEVER,http://twitter.com/fcktns/statuses/1375310961729486848,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[14,29]}],""symbols"":[],""user_mentions"":[{""screen_name"":""spyropic"",""name"":""spyropic"",""id"":1187356505038831600,""id_str"":""1187356505038831616"",""indices"":[3,12]}],""urls"":[]}"
1375310934940520448,miKatoshka,"RT @LXMXinjiang4: The lady in the red dress is the owner of this cotton field. When the cotton is mature, she asks neighbors to help pick cotton. The price is 2.2 yuan per kilogram.  Hmm, this is the forced labor in the mouth of the Western media #XinjiangCotton  #Xinjiang https://t.co/ICMbiNMrvc",Fri Mar 26 04:57:33 +0000 2021,26/03/2021 04:57:33,,,,,1036760686259576833,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1363712453616562177/ruAX31bs_normal.jpg,894,2112,United States,http://twitter.com/miKatoshka/statuses/1375310934940520448,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""LXMXinjiang4"",""name"":""LiuXiaoming-Xinjiang_4.0"",""id"":1359435951076900900,""id_str"":""1359435951076900869"",""indices"":[3,16]}],""urls"":[]}"
1375310919824105474,TomWong93767868,"RT @jooeysiiu: While @hm and @Nike face boycott in mainland China for suspending the use of #UyghurForcedLabour cotton, Muji now has a new #XinjiangCotton series on Taobao.

無印良品於淘寶推出 #新疆棉系列。 https://t.co/hrijytnout",Fri Mar 26 04:57:29 +0000 2021,26/03/2021 04:57:29,,,,,1178561952626274305,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1277969946140499976/dJxCN5iN_normal.jpg,3150,4026,,http://twitter.com/TomWong93767868/statuses/1375310919824105474,"{""hashtags"":[{""text"":""UyghurForcedLabour"",""indices"":[92,111]}],""symbols"":[],""user_mentions"":[{""screen_name"":""jooeysiiu"",""name"":""Joey Siu 邵嵐"",""id"":1163493603093688300,""id_str"":""1163493603093688321"",""indices"":[3,13]},{""screen_name"":""hm"",""name"":""H&M"",""id"":14399483,""id_str"":""14399483"",""indices"":[21,24]},{""screen_name"":""Nike"",""name"":""Nike"",""id"":415859364,""id_str"":""415859364"",""indices"":[29,34]}],""urls"":[]}"
1375310906687512585,Si3gward,"RT @nathanlawkc: Chinese Artists are showing loyalty by supporting #Xinjiangcotton
In other words, they’re in support of
Genocide behaviors/ Crimes against humanity
Mass detention
Sexual abuses
Ethnic cleansing 
Religious persecution
Forced Abortion

All these atrocities.
Disgusting.",Fri Mar 26 04:57:26 +0000 2021,26/03/2021 04:57:26,,,,,1163606992511877120,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1334108546544197632/QhAhw7gq_normal.jpg,297,399,,http://twitter.com/Si3gward/statuses/1375310906687512585,"{""hashtags"":[{""text"":""Xinjiangcotton"",""indices"":[67,82]}],""symbols"":[],""user_mentions"":[{""screen_name"":""nathanlawkc"",""name"":""Nathan Law 羅冠聰"",""id"":735811158469423100,""id_str"":""735811158469423105"",""indices"":[3,15]}],""urls"":[]}"
1375310890283638786,honorabbit2,RT @SpokespersonCHN: #XinjiangCotton is clear and innocent. https://t.co/vGBTbt5f1E,Fri Mar 26 04:57:22 +0000 2021,26/03/2021 04:57:22,,,,,1299002536846716928,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1299002622779600897/L89S_9GV_normal.jpg,,6,,http://twitter.com/honorabbit2/statuses/1375310890283638786,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[21,36]}],""symbols"":[],""user_mentions"":[{""screen_name"":""SpokespersonCHN"",""name"":""Hua Chunying 华春莹"",""id"":1183698123719200800,""id_str"":""1183698123719200768"",""indices"":[3,19]}],""urls"":[],""media"":[{""id"":1375046717083545600,""id_str"":""1375046717083545601"",""indices"":[60,83],""media_url"":""http://pbs.twimg.com/media/ExUltDFU8AEgwO1.jpg"",""media_url_https"":""https://pbs.twimg.com/media/ExUltDFU8AEgwO1.jpg"",""url"":""https://t.co/vGBTbt5f1E"",""display_url"":""pic.twitter.com/vGBTbt5f1E"",""expanded_url"":""https://twitter.com/SpokespersonCHN/status/1375046805440827392/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1200,""h"":675,""resize"":""fit""},""small"":{""w"":680,""h"":383,""resize"":""fit""},""medium"":{""w"":1200,""h"":675,""resize"":""fit""}},""source_status_id"":1375046805440827400,""source_status_id_str"":""1375046805440827392"",""source_user_id"":1183698123719200800,""source_user_id_str"":""1183698123719200768""}]}"
1375310484593733639,chopkickpunch,"RT @jooeysiiu: While @hm and @Nike face boycott in mainland China for suspending the use of #UyghurForcedLabour cotton, Muji now has a new #XinjiangCotton series on Taobao.

無印良品於淘寶推出 #新疆棉系列。 https://t.co/hrijytnout",Fri Mar 26 04:55:46 +0000 2021,26/03/2021 04:55:46,,,,,74186213,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1130300148079194112/PfuEKtXg_normal.jpg,2734,4664,Hong Kong,http://twitter.com/chopkickpunch/statuses/1375310484593733639,"{""hashtags"":[{""text"":""UyghurForcedLabour"",""indices"":[92,111]}],""symbols"":[],""user_mentions"":[{""screen_name"":""jooeysiiu"",""name"":""Joey Siu 邵嵐"",""id"":1163493603093688300,""id_str"":""1163493603093688321"",""indices"":[3,13]},{""screen_name"":""hm"",""name"":""H&M"",""id"":14399483,""id_str"":""14399483"",""indices"":[21,24]},{""screen_name"":""Nike"",""name"":""Nike"",""id"":415859364,""id_str"":""415859364"",""indices"":[29,34]}],""urls"":[]}"
1375310423214415873,hksillypig,"#Xinjiang #XinjiangCotton #educationcamp #Uyghurs 
https://t.co/YlLpzsML0M",Fri Mar 26 04:55:31 +0000 2021,26/03/2021 04:55:31,,,,,722050684929986564,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1304442580587995136/RYRYDJaT_normal.jpg,922,1440,,http://twitter.com/hksillypig/statuses/1375310423214415873,"{""hashtags"":[{""text"":""Xinjiang"",""indices"":[0,9]},{""text"":""XinjiangCotton"",""indices"":[10,25]},{""text"":""educationcamp"",""indices"":[26,40]},{""text"":""Uyghurs"",""indices"":[41,49]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/YlLpzsML0M"",""expanded_url"":""https://youtu.be/s059LWGVWdY"",""display_url"":""youtu.be/s059LWGVWdY"",""indices"":[51,74]}]}"
1375310368931729409,chenshan66,RT @SpokespersonCHN: #XinjiangCotton is clear and innocent. https://t.co/vGBTbt5f1E,Fri Mar 26 04:55:18 +0000 2021,26/03/2021 04:55:18,,,,,848168317777047552,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1164076255647416326/HX1JRlWS_normal.jpg,345,448,china,http://twitter.com/chenshan66/statuses/1375310368931729409,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[21,36]}],""symbols"":[],""user_mentions"":[{""screen_name"":""SpokespersonCHN"",""name"":""Hua Chunying 华春莹"",""id"":1183698123719200800,""id_str"":""1183698123719200768"",""indices"":[3,19]}],""urls"":[],""media"":[{""id"":1375046717083545600,""id_str"":""1375046717083545601"",""indices"":[60,83],""media_url"":""http://pbs.twimg.com/media/ExUltDFU8AEgwO1.jpg"",""media_url_https"":""https://pbs.twimg.com/media/ExUltDFU8AEgwO1.jpg"",""url"":""https://t.co/vGBTbt5f1E"",""display_url"":""pic.twitter.com/vGBTbt5f1E"",""expanded_url"":""https://twitter.com/SpokespersonCHN/status/1375046805440827392/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1200,""h"":675,""resize"":""fit""},""small"":{""w"":680,""h"":383,""resize"":""fit""},""medium"":{""w"":1200,""h"":675,""resize"":""fit""}},""source_status_id"":1375046805440827400,""source_status_id_str"":""1375046805440827392"",""source_user_id"":1183698123719200800,""source_user_id_str"":""1183698123719200768""}]}"
1375310347947675648,LeungWanyipCHN,RT @WanyipLeungCHN: #XinjiangCotton https://t.co/gUyEwMVcwJ,Fri Mar 26 04:55:13 +0000 2021,26/03/2021 04:55:13,,,,,1302218681540202497,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1337784090355875840/ugVJs9a__normal.jpg,507,325,中国，广东 Guangdong PRC,http://twitter.com/LeungWanyipCHN/statuses/1375310347947675648,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[20,35]}],""symbols"":[],""user_mentions"":[{""screen_name"":""WanyipLeungCHN"",""name"":""战忽局广东分局-Leung 🇨🇳🇭🇰🇲🇴☭ 🌈LGBT🏳️‍🌈❤️"",""id"":1285097518897012700,""id_str"":""1285097518897012738"",""indices"":[3,18]}],""urls"":[]}"
1375310218414878722,melody4913,"RT @taro_taylor: Who is surprised? 😲😲

Links to the above for those who wish to read further.👇

https://t.co/uMXEwjRzBm

https://t.co/hpPSdZDWZ7

#xinjiang #XinjiangCotton #US #China",Fri Mar 26 04:54:42 +0000 2021,26/03/2021 04:54:42,,,,,347655070,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1258308262295830528/2oEdzwOT_normal.jpg,222,222,,http://twitter.com/melody4913/statuses/1375310218414878722,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""taro_taylor"",""name"":""太郎(Taro)"",""id"":1061881758570795000,""id_str"":""1061881758570795008"",""indices"":[3,15]}],""urls"":[{""url"":""https://t.co/uMXEwjRzBm"",""expanded_url"":""https://www.usaid.gov/sites/default/files/documents/1868/USAIDFY2019AFR_508R.pdf"",""display_url"":""usaid.gov/sites/default/…"",""indices"":[96,119]}]}"
1375310176690053120,RaymondLeungCHN,RT @WanyipLeungCHN: #XinjiangCotton https://t.co/gUyEwMVcwJ,Fri Mar 26 04:54:32 +0000 2021,26/03/2021 04:54:32,,,,,1288388107197460483,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1337784029240721410/RnRxmfdS_normal.jpg,321,373,中国，广东 Guangdong PRC,http://twitter.com/RaymondLeungCHN/statuses/1375310176690053120,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[20,35]}],""symbols"":[],""user_mentions"":[{""screen_name"":""WanyipLeungCHN"",""name"":""战忽局广东分局-Leung 🇨🇳🇭🇰🇲🇴☭ 🌈LGBT🏳️‍🌈❤️"",""id"":1285097518897012700,""id_str"":""1285097518897012738"",""indices"":[3,18]}],""urls"":[]}"
1375310134558134274,melody4913,"RT @taro_taylor: NGO behind the Xinjiang forced labour rumours are Better Cotton Initiative, a so-called independent organisation. We did a bit of digging and found  they are heavily-funded by USAID, a US fed govt agency which receives direct instructions from US Sec of State.👇
#XinjiangCotton https://t.co/IVhbKKbjTa",Fri Mar 26 04:54:22 +0000 2021,26/03/2021 04:54:22,,,,,347655070,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1258308262295830528/2oEdzwOT_normal.jpg,222,222,,http://twitter.com/melody4913/statuses/1375310134558134274,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""taro_taylor"",""name"":""太郎(Taro)"",""id"":1061881758570795000,""id_str"":""1061881758570795008"",""indices"":[3,15]}],""urls"":[]}"
1375310119949402114,gsgf7777,"RT @TorontoFarmCN: #HM 新上市的 #WinnieThePooh 系列，有“品味”、够“时尚”，宝宝的快乐之源！
赞赏这个知名品牌为捍卫人权所做出的努力💪
#XinjiangCotton #XinjiangGenocide https://t.co/6tNWo5x5js",Fri Mar 26 04:54:19 +0000 2021,26/03/2021 04:54:19,,,,,1290217057573695489,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1290504172857470976/lCQGUwYg_normal.jpg,206,511,,http://twitter.com/gsgf7777/statuses/1375310119949402114,"{""hashtags"":[{""text"":""HM"",""indices"":[19,22]},{""text"":""WinnieThePooh"",""indices"":[28,42]},{""text"":""XinjiangCotton"",""indices"":[88,103]},{""text"":""XinjiangGenocide"",""indices"":[104,121]}],""symbols"":[],""user_mentions"":[{""screen_name"":""TorontoFarmCN"",""name"":""加拿大多伦多枫叶农场"",""id"":1355326935329456000,""id_str"":""1355326935329456131"",""indices"":[3,17]}],""urls"":[]}"
1375310014571630597,shdjdbgs,"RT @ChinaConSydney: Facts about #XinjiangCotton: nearly 70% of cotton is harvested mechanically. The accusations of ""forced labor"" in #Xinjiang are based on disinformation.

https://t.co/OjElyhgUPe",Fri Mar 26 04:53:54 +0000 2021,26/03/2021 04:53:54,,,,,988719270220582913,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1093610842958905346/pYDeE3bh_normal.jpg,27,267,"台北市, 台灣",http://twitter.com/shdjdbgs/statuses/1375310014571630597,"{""hashtags"":[{""text"":""XinjiangCotton"",""indices"":[32,47]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ChinaConSydney"",""name"":""Chinese Consulate General in Sydney"",""id"":1253534354032087000,""id_str"":""1253534354032087041"",""indices"":[3,18]}],""urls"":[]}"
1375309934997438466,x3E56TJ5ab1V38V,"RT @TorontoFarmCN: #HM 新上市的 #WinnieThePooh 系列，有“品味”、够“时尚”，宝宝的快乐之源！
赞赏这个知名品牌为捍卫人权所做出的努力💪
#XinjiangCotton #XinjiangGenocide https://t.co/6tNWo5x5js",Fri Mar 26 04:53:35 +0000 2021,26/03/2021 04:53:35,,,,,1337211534448062465,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1360576839815553027/klRIaO9K_normal.jpg,99,441,,http://twitter.com/x3E56TJ5ab1V38V/statuses/1375309934997438466,"{""hashtags"":[{""text"":""HM"",""indices"":[19,22]},{""text"":""WinnieThePooh"",""indices"":[28,42]},{""text"":""XinjiangCotton"",""indices"":[88,103]},{""text"":""XinjiangGenocide"",""indices"":[104,121]}],""symbols"":[],""user_mentions"":[{""screen_name"":""TorontoFarmCN"",""name"":""加拿大多伦多枫叶农场"",""id"":1355326935329456000,""id_str"":""1355326935329456131"",""indices"":[3,17]}],""urls"":[]}"
